State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage,date_updated
"Missouri","2025-10-11","1 Year","1.2471539036360961","1.974502654932987","1.8589069217599272","Very Low",,"2025-12-11T08:29:03.022Z"
"Nebraska","2025-12-06","1 Year","5.443781282608613","2.4036715610044417","3.18850209752599","High",,"2025-12-11T08:29:03.022Z"
"Nebraska","2025-03-08","1 Year","3.8649478364386605","3.543313439222368","3.8649478364386605","Moderate",,"2025-12-11T08:29:03.022Z"
"Nebraska","2025-07-19","1 Year","2.3372805557807","2.0417560228414526","1.7908201654831806","Low",,"2025-12-11T08:29:03.022Z"
"Nevada","2025-02-22","All Results","6.789052579057168","4.916088051120338","3.596740801996037","High",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-08-09","1 Year","3.4245850965566493","3.9807918289963267","3.2284085810486","Moderate",,"2025-12-11T08:29:03.022Z"
"New Mexico","2025-11-22","45 Days","3.1667682293865473","1.6907320402749075","1.206414989989902","Low",,"2025-12-11T08:29:03.022Z"
"New Mexico","2024-10-05","All Results","2.290207928820361","3.9394764600047827","4.081336310652285","Low",,"2025-12-11T08:29:03.022Z"
"New York","2025-07-05","1 Year","1.0","1.7333810455201903","1.390905474679133","Very Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2025-05-17","1 Year","1.265824561215593","1.6264769996410204","1.511675019470316","Very Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2025-12-06","6 Months","0.9512782224364529","2.4036715610044417","1.6188410244828932","Very Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2023-04-01","All Results","3.3612605231263375","3.262902114258652","3.3612605231263375","Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2025-10-25","All Results","1.0","1.2487061468048912","1.144496917243992","Very Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2025-08-30","1 Year","2.5094841384140416","5.192498601661649","8.354737931047676","Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-06-21","6 Months","3.061778801881537","1.6002657196816186","2.470856063253083","Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-06-28","All Results","1.055240232433357","1.5532517785047784","1.225083403599709","Very Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2022-07-02","All Results","5.968324869270491","8.539870568016916","6.066989342382296","High",,"2025-12-11T08:29:03.022Z"
"South Carolina","2025-01-04","1 Year","7.979122234942258","6.116876082100209","5.35568638247854","Very High",,"2025-12-11T08:29:03.022Z"
"Alaska","2025-02-22","1 Year","3.1668271854702432","4.916088051120338","3.596740801996037","Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2024-08-17","All Results","14.235477556120314","10.194643425008815","10.912073251485586","Very High",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-11-29","1 Year","2.482541070464556","1.485298436964814","1.1395025259004963","Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2024-04-27","All Results","1.0","1.7199554721670591","1.7376192360960139","Very Low",,"2025-12-11T08:29:03.022Z"
"Arkansas","2024-03-30","All Results","3.1212851103180506","2.2017498358792977","2.6106390368176506","Low",,"2025-12-11T08:29:03.022Z"
"California","2025-06-07","1 Year","2.7763703008839378","1.615215579627301","2.5496360143622114","Low",,"2025-12-11T08:29:03.022Z"
"Colorado","2024-09-14","All Results","11.982500775424656","7.884387118525771","9.623766744440681","Very High",,"2025-12-11T08:29:03.022Z"
"Colorado","2025-02-22","1 Year","4.765355774398903","4.916088051120338","3.596740801996037","Moderate",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-11-01","All Results","3.3578035072119707","1.146591823021084","1.3566293153268965","Low",,"2025-12-11T08:29:03.022Z"
"Delaware","2024-05-04","All Results","1.1006541824279665","1.5584417546113658","1.6672142550126845","Very Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-03-01","All Results","4.848173924368266","4.123930419552647","5.2862872835616415","Moderate",,"2025-12-11T08:29:03.022Z"
"Florida","2025-07-12","1 Year","4.532104413906322","1.715512509066809","1.8333691808675343","Moderate",,"2025-12-11T08:29:03.022Z"
"Florida","2025-04-12","1 Year","2.0828256110752705","2.2351301030832893","2.6769882931180664","Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-07-05","6 Months","2.0594092720546238","1.7333810455201903","2.0594092720546238","Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-11-22","45 Days","1.282078064350466","1.6907320402749075","1.000444809391822","Very Low",,"2025-12-11T08:29:03.022Z"
"Guam","2023-02-18","All Results","1.8892198157665976","5.407542258228004","5.3471718940343305","Very Low",,"2025-12-11T08:29:03.022Z"
"Guam","2024-08-31","All Results",,"9.235529759761183","10.316183884881857","No Data",,"2025-12-11T08:29:03.022Z"
"Guam","2024-03-02","All Results",,"5.753713953751502","3.5412196616235994","No Data",,"2025-12-11T08:29:03.022Z"
"Hawaii","2024-04-06","All Results","2.262858507116807","1.8647765315246563","2.025115313996776","Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2023-09-30","All Results","5.7617750625071125","5.5227162134849195","5.259339517250869","High",,"2025-12-11T08:29:03.022Z"
"Illinois","2022-02-19","All Results","4.897395674686164","3.3672285876461396","3.4210103919237267","Moderate",,"2025-12-11T08:29:03.022Z"
"Indiana","2022-06-25","All Results","5.704901125972796","6.4119645367443","5.704901125972796","High",,"2025-12-11T08:29:03.022Z"
"Indiana","2024-03-23","All Results","1.2223960349831784","2.6254979444809243","2.9752229644110963","Very Low",,"2025-12-11T08:29:03.022Z"
"Kentucky","2025-09-13","1 Year","8.154084450213318","6.3827771799192865","6.937196480647762","Very High",,"2025-12-11T08:29:03.022Z"
"Louisiana","2024-12-14","1 Year","1.6629109854763098","5.2886432668360275","4.223952799919115","Very Low",,"2025-12-11T08:29:03.022Z"
"Louisiana","2025-09-06","All Results","13.30559150011505","6.653633924781047","9.357526429563775","Very High",,"2025-12-11T08:29:03.022Z"
"Louisiana","2022-07-30","All Results","5.31027901001651","9.195534837386699","8.88007213275245","High",,"2025-12-11T08:29:03.022Z"
"Maryland","2025-06-14","6 Months","1.0165167526492425","1.5440424452756494","1.4883271750431368","Very Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2024-05-25","All Results","2.731111100310389","1.8512591149174928","2.173079958957707","Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2022-09-17","All Results","5.356435703358752","4.988450265800649","5.13369637059759","High",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2025-06-14","All Results","1.7737626871902492","1.5440424452756494","1.5997577155081621","Very Low",,"2025-12-11T08:29:03.022Z"
"Michigan","2022-03-19","All Results","1.6263833213792853","1.1595849450081657","1.7910451068276956","Very Low",,"2025-12-11T08:29:03.022Z"
"Michigan","2024-03-16","All Results","2.911339283719011","3.0470616732971165","3.4819641832246297","Low",,"2025-12-11T08:29:03.022Z"
"Michigan","2022-04-16","All Results","1.7717976731211365","2.080724975569935","2.0320140517382104","Very Low",,"2025-12-11T08:29:03.022Z"
"Minnesota","2022-06-04","All Results","15.789639261939655","7.0954296647871615","6.150395759154778","Very High",,"2025-12-11T08:29:03.022Z"
"Minnesota","2022-09-03","All Results","9.721448822894654","5.899080350980709","6.376316045078702","Very High",,"2025-12-11T08:29:03.022Z"
"Minnesota","2025-04-19","1 Year","4.278558810620132","2.4206323513959926","2.2998127171157985","Moderate",,"2025-12-11T08:29:03.022Z"
"Minnesota","2023-02-18","All Results","8.749263125284894","5.407542258228004","7.366764669032532","Very High",,"2025-12-11T08:29:03.022Z"
"Mississippi","2025-03-08","All Results","2.320107964152621","3.543313439222368","4.8929922316440715","Low",,"2025-12-11T08:29:03.022Z"
"Missouri","2022-02-05","All Results","29.79808306621647","6.717227304995985","6.839673136474807","Very High",,"2025-12-11T08:29:03.022Z"
"Montana","2023-09-30","All Results","9.916331489437848","5.5227162134849195","5.259339517250869","Very High","Limited Coverage","2025-12-11T08:29:03.022Z"
"Nebraska","2025-08-30","6 Months","9.746511808861058","5.192498601661649","3.9696728468279012","Very High",,"2025-12-11T08:29:03.022Z"
"Nebraska","2023-09-09","All Results","6.71821644421056","7.183063483216273","7.153844593305383","High",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-07-19","1 Year","2.035479928671249","2.0417560228414526","1.6265610441440725","Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-10-18","1 Year","2.963792687614996","1.5394613661882595","1.7829243030588335","Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-06-07","All Results","1.7760010724683797","1.615215579627301","1.6653998229988585","Very Low",,"2025-12-11T08:29:03.022Z"
"New Jersey","2025-04-05","All Results","4.88894409429552","2.4433021419641454","2.5372516136130763","Moderate",,"2025-12-11T08:29:03.022Z"
"New Mexico","2025-11-29","6 Months","1.798786713741814","1.485298436964814","1.1395025259004963","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2023-08-19","All Results","2.693145424111609","4.924672315922807","5.301336641931397","Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2022-10-01","All Results","3.622131946622566","3.5437472029949344","3.271940056069468","Moderate",,"2025-12-11T08:29:03.022Z"
"North Carolina","2025-11-01","All Results","1.307747696269071","1.146591823021084","1.0","Very Low",,"2025-12-11T08:29:03.022Z"
"Ohio","2022-06-18","All Results","4.519153368297675","5.61638305479238","5.317546057306865","Moderate",,"2025-12-11T08:29:03.022Z"
"Ohio","2025-03-22","All Results","1.8589077533562723","2.5450695334455484","3.0084213350473012","Very Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2024-12-28","1 Year","1.1209411904247388","7.014667397641093","3.6223820777426736","Very Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2024-01-06","All Results","17.79923298854615","13.617203836464467","18.774196451894724","Very High",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2023-01-21","All Results","7.31152421693017","5.512835379002915","5.790048221093058","High",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2023-09-16","All Results","5.381587664902952","5.896661803316102","7.338822149985164","High",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2024-09-28","All Results","6.879006439248723","4.716611437829917","6.879006439248723","High",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2024-04-20","All Results","1.0132118752182953","1.7280996615422803","1.0132118752182953","Very Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2022-06-18","All Results","10.664887323536023","5.61638305479238","10.256776030248034","Very High",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-03-29","All Results","1.978528100790744","3.1637575002833866","1.9578133334689483","Very Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2022-09-10","All Results","2.0277230953047143","5.599199188471974","4.435547191793776","Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2023-03-04","All Results","3.4081090504961513","4.223989235663678","4.712486536995807","Moderate",,"2025-12-11T08:29:03.022Z"
"California","2022-10-15","All Results","3.112601414736866","3.5940693168789264","2.623499473436528","Low",,"2025-12-11T08:29:03.022Z"
"California","2025-01-11","All Results","3.4305200296098146","7.386690941484273","4.298333532710777","Moderate",,"2025-12-11T08:29:03.022Z"
"Colorado","2023-08-05","All Results","2.4582325710964366","4.506353913701386","5.310015138944431","Low",,"2025-12-11T08:29:03.022Z"
"Colorado","2024-01-20","All Results","4.955833336690244","8.176451849088803","6.13967042239414","Moderate",,"2025-12-11T08:29:03.022Z"
"Delaware","2023-12-16","All Results","11.85734671135511","9.488943036324633","7.961762514099949","Very High",,"2025-12-11T08:29:03.022Z"
"Delaware","2025-03-22","All Results","3.632664463634711","2.5450695334455484","4.7149841668650785","Moderate",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-07-26","All Results","3.8284506833935925","2.573653627532112","2.9199987503813305","Moderate",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-03-22","1 Year","4.7149841668650785","2.5450695334455484","4.7149841668650785","Moderate",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-02-22","1 Year","6.067156229088086","4.916088051120338","5.365975343414833","High",,"2025-12-11T08:29:03.022Z"
"Idaho","2022-01-01","All Results","21.3382668293755","18.647427770877655","12.835051164438134","Very High",,"2025-12-11T08:29:03.022Z"
"Idaho","2025-04-19","1 Year","3.178024184687186","2.4206323513959926","1.8895373277294243","Low",,"2025-12-11T08:29:03.022Z"
"Illinois","2023-01-28","All Results","9.235874985387476","5.985784552031085","6.135250611389258","Very High",,"2025-12-11T08:29:03.022Z"
"Indiana","2024-01-20","All Results","8.129140742983703","8.176451849088803","8.129140742983703","Very High",,"2025-12-11T08:29:03.022Z"
"Indiana","2025-11-01","45 Days","1.131933672688987","1.146591823021084","1.131933672688987","Very Low",,"2025-12-11T08:29:03.022Z"
"Indiana","2023-09-30","All Results","4.6081085358424705","5.5227162134849195","5.786092909718971","Moderate",,"2025-12-11T08:29:03.022Z"
"Iowa","2022-07-23","All Results","5.429057254961861","10.080636236958096","9.631136003767846","High",,"2025-12-11T08:29:03.022Z"
"Kentucky","2022-11-12","All Results","3.7403759203896594","4.284762404201096","3.5612506069559524","Moderate",,"2025-12-11T08:29:03.022Z"
"Louisiana","2023-02-18","All Results","6.112371624030514","5.407542258228004","4.845401573651314","High",,"2025-12-11T08:29:03.022Z"
"Maine","2025-10-25","6 Months","2.272937519173414","1.2487061468048912","1.694428417266956","Low",,"2025-12-11T08:29:03.022Z"
"Maryland","2022-07-09","All Results","5.835478331203542","9.711892521052773","9.017241142141305","High",,"2025-12-11T08:29:03.022Z"
"Maryland","2023-03-11","All Results","1.9466133542502249","3.7931814938686634","2.9377776996752454","Very Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2024-06-29","All Results","7.484518557030735","4.552405222648535","4.857037484296752","High",,"2025-12-11T08:29:03.022Z"
"Minnesota","2025-11-08","All Results","1.2153466778494715","1.567831707929676","1.5114012205601648","Very Low",,"2025-12-11T08:29:03.022Z"
"Missouri","2024-12-28","1 Year","5.754920064857159","7.014667397641093","9.151292514064558","High",,"2025-12-11T08:29:03.022Z"
"Missouri","2025-10-04","1 Year","1.002940287572498","2.496407815299542","2.363342876437808","Very Low",,"2025-12-11T08:29:03.022Z"
"Montana","2023-01-07","All Results","10.145018772370282","7.381271529104262","5.705132260797765","Very High",,"2025-12-11T08:29:03.022Z"
"Montana","2024-07-13","All Results","10.41519621632344","6.392618842317239","10.450198537190133","Very High",,"2025-12-11T08:29:03.022Z"
"Nebraska","2024-04-27","All Results","1.7566954939174226","1.7199554721670591","1.8920859418544793","Very Low",,"2025-12-11T08:29:03.022Z"
"Nevada","2022-10-15","All Results","1.2052049505928408","3.5940693168789264","2.623499473436528","Very Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-11-23","All Results","5.595747375519154","2.6646730489816823","2.827286439100023","High",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-02-10","All Results","7.700623046445266","6.9005801379812866","6.813549214694225","High",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2025-11-08","1 Year","1.636521591232587","1.567831707929676","1.636521591232587","Very Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2023-06-24","All Results","1.0","1.125393504274204","1.0568840802854844","Very Low",,"2025-12-11T08:29:03.022Z"
"New Jersey","2022-08-06","All Results","6.461172100305637","7.729382194745389","6.461172100305637","High",,"2025-12-11T08:29:03.022Z"
"New Jersey","2023-11-04","All Results","5.412362304520749","4.96685942682661","4.723459482105689","High",,"2025-12-11T08:29:03.022Z"
"New Jersey","2022-07-09","All Results","7.5760740764374255","9.711892521052773","6.5806439442592595","High",,"2025-12-11T08:29:03.022Z"
"New Jersey","2024-02-10","All Results","9.963674299359386","6.9005801379812866","6.813549214694225","Very High",,"2025-12-11T08:29:03.022Z"
"New Mexico","2023-01-07","All Results","1.8808757772444857","7.381271529104262","5.705132260797765","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2025-09-13","6 Months","6.499879474078177","6.3827771799192865","6.025325526001167","High",,"2025-12-11T08:29:03.022Z"
"New York","2024-01-13","All Results","7.01041292229582","10.076038474202292","8.492932464269781","High",,"2025-12-11T08:29:03.022Z"
"North Dakota","2025-02-22","All Results",,"4.916088051120338","5.33645607099748","No Data",,"2025-12-11T08:29:03.022Z"
"Ohio","2024-11-16","All Results","2.9796448799266595","2.8773575944466225","2.8777398642011356","Low",,"2025-12-11T08:29:03.022Z"
"Ohio","2023-11-18","All Results","8.898145517686451","4.989274470436027","8.898145517686451","Very High",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2025-10-04","6 Months","1.0","2.496407815299542","2.313251883055033","Very Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2024-07-13","All Results","3.1309823631337945","6.392618842317239","6.7062978670576445","Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2023-05-13","All Results","1.5423037340598489","1.5667336478299072","1.5423037340598489","Very Low",,"2025-12-11T08:29:03.022Z"
"Oregon","2025-02-15","1 Year","5.370308512790158","5.6026863675965295","4.005359565406035","High",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2024-08-10","All Results","6.2054463370689295","9.818732447626637","7.902414664298368","High",,"2025-12-11T08:29:03.022Z"
"Alabama","2025-08-02","1 Year","7.040582030058339","2.9242054217050693","3.3539772466760898","High",,"2025-12-11T08:29:03.022Z"
"Alabama","2022-11-05","All Results","2.85270625969819","4.278505718406915","2.9780313741292597","Low",,"2025-12-11T08:29:03.022Z"
"Alaska","2023-08-19","All Results","3.3759464987852548","4.924672315922807","4.4080842510011955","Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-07-19","1 Year","1.507729965412746","2.0417560228414526","2.8020488461787645","Very Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2023-05-13","All Results","1.3765625092820766","1.5667336478299072","1.5911635615999653","Very Low",,"2025-12-11T08:29:03.022Z"
"Arkansas","2025-03-29","1 Year","6.04779724993537","3.1637575002833866","4.793276478308197","High",,"2025-12-11T08:29:03.022Z"
"California","2025-11-01","All Results","0.9473060046017721","1.146591823021084","1.1612499733531814","Very Low",,"2025-12-11T08:29:03.022Z"
"Colorado","2023-05-20","All Results","1.1998919220475641","1.5552805095616709","1.6762245547556267","Very Low",,"2025-12-11T08:29:03.022Z"
"Delaware","2023-07-08","All Results","1.9305117787727708","2.079448884588503","2.4144105753699048","Very Low",,"2025-12-11T08:29:03.022Z"
"Delaware","2025-03-15","1 Year","3.972025133796017","4.004607300172638","5.760510620928678","Moderate",,"2025-12-11T08:29:03.022Z"
"Delaware","2025-08-16","1 Year","5.031161734171497","4.68262659988692","5.6217917332414356","Moderate",,"2025-12-11T08:29:03.022Z"
"Delaware","2024-10-05","All Results","5.848549558672494","3.9394764600047827","3.160891994432344","High",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-11-22","6 Months","0.21389232055480606","1.6907320402749075","1.000444809391822","Very Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2023-04-15","All Results","0.618620647092","2.1246214818978784","1.784214222528174","Very Low",,"2025-12-11T08:29:03.022Z"
"District of Columbia","2025-07-19","All Results","1.706043521694739","2.0417560228414526","2.292691880199725","Very Low",,"2025-12-11T08:29:03.022Z"
"Florida","2025-07-26","1 Year","6.1522035970953395","2.573653627532112","2.9199987503813305","High",,"2025-12-11T08:29:03.022Z"
"Florida","2023-09-02","All Results","9.050878415745508","6.706382274716674","6.831996566250737","Very High",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-06-07","1 Year","1.9791446925957377","1.615215579627301","1.565031336255743","Very Low",,"2025-12-11T08:29:03.022Z"
"Georgia","2025-11-29","All Results","1.1215873840681474","1.485298436964814","1.1215873840681474","Very Low",,"2025-12-11T08:29:03.022Z"
"Guam","2025-06-28","All Results","9.411553451999218","1.5532517785047784","2.411487623746234","Very High",,"2025-12-11T08:29:03.022Z"
"Idaho","2022-02-19","All Results","3.0570427770299133","3.3672285876461396","3.313446783368553","Low",,"2025-12-11T08:29:03.022Z"
"Idaho","2024-07-27","All Results","9.422325718266412","8.703906480090767","10.457090874975098","Very High",,"2025-12-11T08:29:03.022Z"
"Illinois","2023-11-25","All Results","12.552598517245064","6.771734004804718","12.448550750201441","Very High",,"2025-12-11T08:29:03.022Z"
"Iowa","2025-02-08","All Results","10.02903231992559","6.654152584212768","6.410774533714423","Very High",,"2025-12-11T08:29:03.022Z"
"Kentucky","2024-11-02","All Results","4.529504585770283","2.837722573151088","2.171802180383894","Moderate",,"2025-12-11T08:29:03.022Z"
"Kentucky","2025-01-11","1 Year","5.045318936761281","7.386690941484273","5.6955311102964705","Moderate",,"2025-12-11T08:29:03.022Z"
"Kentucky","2025-05-31","1 Year","1.0","1.4614868201021676","1.3778416845779664","Very Low",,"2025-12-11T08:29:03.022Z"
"Kentucky","2024-10-19","All Results","7.180097521628319","3.2965299099855105","2.5190472283131338","High",,"2025-12-11T08:29:03.022Z"
"Maine","2023-07-08","All Results","1.5616973328277544","2.079448884588503","1.6182447836526825","Very Low",,"2025-12-11T08:29:03.022Z"
"Maine","2025-10-04","1 Year","4.427349099077092","2.496407815299542","2.974812925428912","Moderate",,"2025-12-11T08:29:03.022Z"
"Maryland","2025-01-11","1 Year","8.732884856293841","7.386690941484273","5.6955311102964705","Very High",,"2025-12-11T08:29:03.022Z"
"Maryland","2022-10-22","All Results","3.534402761110008","3.6721726727182133","2.7649685776280837","Moderate",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2025-09-13","All Results","5.748077865420413","6.3827771799192865","6.025325526001167","High",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2023-07-08","All Results","1.4118847280237383","2.079448884588503","1.6182447836526825","Very Low",,"2025-12-11T08:29:03.022Z"
"Massachusetts","2023-01-28","All Results","4.024360130603935","5.985784552031085","5.836318492672911","Moderate",,"2025-12-11T08:29:03.022Z"
"Michigan","2025-04-12","1 Year","1.5783267603538995","2.2351301030832893","1.748811146408965","Very Low",,"2025-12-11T08:29:03.022Z"
"Minnesota","2025-08-16","All Results","3.5841040228661365","4.68262659988692","3.5841040228661365","Moderate",,"2025-12-11T08:29:03.022Z"
"Missouri","2023-05-13","All Results","2.0540769089794475","1.5667336478299072","1.9833530971259457","Low",,"2025-12-11T08:29:03.022Z"
"Missouri","2025-04-12","All Results","2.620489038266434","2.2351301030832893","1.748811146408965","Low",,"2025-12-11T08:29:03.022Z"
"Missouri","2025-01-25","All Results","6.046527527308017","6.778176284390815","7.372614463124241","High",,"2025-12-11T08:29:03.022Z"
"Missouri","2024-03-23","All Results","6.669871638294294","2.6254979444809243","2.9752229644110963","High",,"2025-12-11T08:29:03.022Z"
"Nebraska","2025-03-15","All Results","3.758032518024913","4.004607300172638","4.5004405162251935","Moderate",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2024-04-20","All Results","1.9900625971190273","1.7280996615422803","1.0132118752182953","Very Low",,"2025-12-11T08:29:03.022Z"
"New Hampshire","2023-10-14","All Results","24.166721799506117","4.874077958952135","5.335333037914513","Very High",,"2025-12-11T08:29:03.022Z"
"New Jersey","2024-10-12","All Results","2.0436499751857315","3.0599572250579365","4.670122459112836","Low",,"2025-12-11T08:29:03.022Z"
"New Jersey","2024-07-20","All Results","5.3697237910701965","7.907663221123571","6.754255404637496","High",,"2025-12-11T08:29:03.022Z"
"New Mexico","2022-11-19","All Results","7.669769249416773","4.4632899289692425","6.879994059449712","High",,"2025-12-11T08:29:03.022Z"
"New Mexico","2022-12-10","All Results","5.132595791023105","7.679990217675493","8.117482991014235","Moderate",,"2025-12-11T08:29:03.022Z"
"New Mexico","2025-10-25","All Results","1.3289651020760924","1.2487061468048912","1.3210179970132367","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2023-04-22","All Results","1.0","1.9190153641105934","1.0581521292544667","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2025-05-24","1 Year","1.0","1.4921365109433262","1.4971894822911478","Very Low",,"2025-12-11T08:29:03.022Z"
"New York","2022-12-24","All Results","9.180091932094157","10.258456753540136","9.585063789469345","Very High",,"2025-12-11T08:29:03.022Z"
"New York","2024-10-19","All Results","1.0","3.2965299099855105","4.108141474417707","Very Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2024-12-07","1 Year","2.994239749430042","5.757488493098828","3.1023543686612376","Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2025-04-19","1 Year","2.388124911284865","2.4206323513959926","3.326337514716495","Low",,"2025-12-11T08:29:03.022Z"
"North Carolina","2023-02-25","All Results","3.8553519087422927","5.337972384591993","4.021584193543019","Moderate",,"2025-12-11T08:29:03.022Z"
"North Carolina","2025-08-09","All Results","3.4989819693858197","3.9807918289963267","4.733175076944053","Moderate",,"2025-12-11T08:29:03.022Z"
"North Dakota","2025-03-22","All Results",,"2.5450695334455484","3.0084213350473012","No Data",,"2025-12-11T08:29:03.022Z"
"Ohio","2024-07-13","All Results","5.0435426458648145","6.392618842317239","5.0435426458648145","Moderate",,"2025-12-11T08:29:03.022Z"
"Ohio","2025-02-01","1 Year","7.879332093913375","6.295062700794311","7.216605112050541","Very High",,"2025-12-11T08:29:03.022Z"
"Ohio","2024-04-20","All Results","1.0","1.7280996615422803","1.9683067740556472","Very Low",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2023-03-11","All Results","4.812284142195335","3.7931814938686634","2.9377776996752454","Moderate",,"2025-12-11T08:29:03.022Z"
"Oklahoma","2023-06-17","All Results","1.0","1.0006928884339505","1.1150409435616706","Very Low",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-09-20","1 Year","4.539335026417417","4.891046873631572","6.122080838269499","Moderate",,"2025-12-11T08:29:03.022Z"
"Pennsylvania","2025-06-14","1 Year","1.0","1.5440424452756494","1.5997577155081621","Very Low",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2023-03-18","All Results","0.6385137029500623","4.162066913920439","2.462439650761675","Very Low",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2025-02-08","1 Year","9.86245318755347","6.654152584212768","7.646132415324046","Very High",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2023-10-07","All Results","5.43781447123381","4.913723977106316","6.959006995951616","High",,"2025-12-11T08:29:03.022Z"
"Rhode Island","2024-06-29","All Results","4.857037484296752","4.552405222648535","4.857037484296752","Moderate",,"2025-12-11T08:29:03.022Z"
"Arizona","2025-09-27","1 Year","2.591229087205686","3.239009038468878","3.3615756184940446","Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2024-09-28","All Results","2.89485738371397","4.716611437829917","4.8700486084910874","Low",,"2025-12-11T08:29:03.022Z"
"Arizona","2024-08-31","All Results","3.2090545134882893","9.235529759761183","10.316183884881857","Low",,"2025-12-11T08:29:03.022Z"
"Arkansas","2025-04-26","All Results","3.185469226963193","2.240837431518174","2.4646299231208784","Low",,"2025-12-11T08:29:03.022Z"
"California","2025-06-14","6 Months","2.8908135596980213","1.5440424452756494","2.262801289808928","Low",,"2025-12-11T08:29:03.022Z"
"California","2022-01-29","All Results","11.184834527636015","12.961500565590478","26.610084235649904","Very High",,"2025-12-11T08:29:03.022Z"
"Colorado","2024-05-11","All Results","0.8735894426356998","1.4179060573971412","2.2442743985397278","Very Low",,"2025-12-11T08:29:03.022Z"
"Colorado","2025-04-26","1 Year","2.43384618480777","2.240837431518174","2.0170449399154697","Low",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-06-07","1 Year","2.0229882289612706","1.615215579627301","1.6653998229988585","Low",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-11-15","6 Months","1.9531234860106723","1.4504711116819653","1.8486885733093776","Very Low",,"2025-12-11T08:29:03.022Z"
"Connecticut","2025-06-07","All Results","2.0229882289612706","1.615215579627301","1.6653998229988585","Low",,"2025-12-11T08:29:03.022Z"
